gen_id,seed,ply,k,phase,legal_n,score_margin_abs,meeples_free,converged,h3200_move,deep_move,deep_minus_shallow_immediate,rod1_matches_deep,mechanism,sub_mechanism,affects_winloss_guess
mp1925000057,1925000057,66,38,midgame,14,4,"[0, 0]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000011,1925000011,68,38,midgame,56,14,"[1, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000029,1925000029,68,38,midgame,44,5,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000058,1925000058,68,38,midgame,25,13,"[1, 1]",True,tile_place,tile_place,-2,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 2 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000072,1925000072,68,38,midgame,38,2,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,68,38,midgame,32,4,"[1, 1]",True,tile_place,tile_place,-3,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 3 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000055,1925000055,67,38,midgame,32,12,"[0, 0]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000045,1925000045,68,38,midgame,32,15,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000043,1925000043,68,38,midgame,38,15,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000017,1925000017,68,38,midgame,50,6,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000012,1925000012,68,38,midgame,47,14,"[0, 1]",True,tile_place,tile_place,2,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep completes +2 more pts this turn (shallow leaves a completion / conversion),possible W/L
mp1925000067,1925000067,56,44,midgame,48,5,"[2, 1]",True,tile_place,tile_place,-3,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 3 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000039,1925000039,56,44,midgame,27,12,"[0, 0]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000013,1925000013,56,44,midgame,42,13,"[2, 1]",True,tile_place,tile_place,-4,True,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 4 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000029,1925000029,56,44,midgame,33,3,"[0, 3]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000058,1925000058,56,44,midgame,36,7,"[1, 2]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000053,1925000053,56,44,midgame,43,11,"[1, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000070,1925000070,56,44,midgame,45,8,"[1, 2]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000008,1925000008,56,44,midgame,42,14,"[1, 0]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000048,1925000048,56,44,midgame,16,7,"[2, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000015,1925000015,56,44,midgame,28,4,"[0, 1]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,56,44,midgame,64,10,"[0, 2]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000019,1925000019,56,44,midgame,9,0,"[0, 3]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000017,1925000017,56,44,midgame,30,8,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000040,1925000040,56,44,midgame,25,5,"[1, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000003,1925000003,44,50,opening,25,14,"[1, 3]",True,tile_place,tile_place,-4,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 4 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000006,1925000006,44,50,opening,22,6,"[0, 0]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000013,1925000013,44,50,opening,24,5,"[2, 2]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000036,1925000036,44,50,opening,15,2,"[0, 1]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000033,1925000033,44,50,opening,25,14,"[3, 1]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000027,1925000027,44,50,opening,32,18,"[3, 1]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000016,1925000016,32,56,opening,24,1,"[4, 3]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000080,1925000080,32,56,opening,34,6,"[3, 2]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000044,1925000044,32,56,opening,24,0,"[2, 1]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000060,1925000060,32,56,opening,36,3,"[3, 3]",True,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000071,1925000071,32,56,opening,19,3,"[2, 3]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000022,1925000022,20,62,opening,12,0,"[3, 4]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000086,1925000086,20,62,opening,7,4,"[5, 3]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,20,62,opening,11,0,"[4, 4]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000080,1925000080,20,62,opening,18,6,"[5, 4]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000046,1925000046,20,62,opening,12,4,"[3, 4]",True,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000025,1925000025,128,8,pre_endgame,37,2,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000035,1925000035,128,8,pre_endgame,46,7,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000065,1925000065,128,8,pre_endgame,52,9,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000020,1925000020,128,8,pre_endgame,41,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000001,1925000001,128,8,pre_endgame,92,24,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000087,1925000087,128,8,pre_endgame,36,34,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000021,1925000021,128,8,pre_endgame,45,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000023,1925000023,128,8,pre_endgame,29,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000073,1925000073,128,8,pre_endgame,62,22,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000033,1925000033,128,8,pre_endgame,51,49,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000046,1925000046,128,8,pre_endgame,36,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000066,1925000066,128,8,pre_endgame,83,3,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000000,1925000000,127,8,pre_endgame,18,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000081,1925000081,128,8,pre_endgame,41,30,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000029,1925000029,128,8,pre_endgame,36,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000051,1925000051,124,10,pre_endgame,53,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000035,1925000035,124,10,pre_endgame,38,7,"[2, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000066,1925000066,124,10,pre_endgame,46,3,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,124,10,pre_endgame,49,16,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000083,1925000083,124,10,pre_endgame,14,2,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000067,1925000067,124,10,pre_endgame,32,5,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000045,1925000045,124,10,pre_endgame,54,19,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000015,1925000015,124,10,pre_endgame,19,10,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000025,1925000025,124,10,pre_endgame,32,6,"[2, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000022,1925000022,124,10,pre_endgame,30,19,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000050,1925000050,124,10,pre_endgame,26,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000034,1925000034,124,10,pre_endgame,48,5,"[0, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000033,1925000033,124,10,pre_endgame,61,49,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000046,1925000046,124,10,pre_endgame,36,10,"[0, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000074,1925000074,124,10,pre_endgame,45,26,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000028,1925000028,124,10,pre_endgame,31,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000072,1925000072,124,10,pre_endgame,29,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000082,1925000082,123,10,pre_endgame,60,28,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000065,1925000065,124,10,pre_endgame,52,9,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000043,1925000043,124,10,pre_endgame,50,9,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000008,1925000008,120,12,pre_endgame,58,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000002,1925000002,120,12,pre_endgame,75,14,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000014,1925000014,120,12,pre_endgame,63,0,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000051,1925000051,120,12,pre_endgame,43,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000009,1925000009,120,12,pre_endgame,52,26,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000067,1925000067,120,12,pre_endgame,34,5,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000054,1925000054,120,12,pre_endgame,57,21,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000063,1925000063,120,12,pre_endgame,37,13,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000022,1925000022,120,12,pre_endgame,44,19,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000057,1925000057,118,12,pre_endgame,37,30,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000076,1925000076,120,12,pre_endgame,35,10,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000080,1925000080,120,12,pre_endgame,45,0,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000013,1925000013,120,12,pre_endgame,36,27,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,120,12,pre_endgame,36,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000073,1925000073,120,12,pre_endgame,48,22,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000050,1925000050,120,12,pre_endgame,44,21,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000042,1925000042,120,12,pre_endgame,38,14,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000034,1925000034,120,12,pre_endgame,53,7,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,120,12,pre_endgame,36,38,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000037,1925000037,120,12,pre_endgame,34,22,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000089,1925000089,116,14,pre_endgame,55,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000010,1925000010,116,14,pre_endgame,24,2,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000005,1925000005,116,14,pre_endgame,54,5,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000028,1925000028,116,14,pre_endgame,36,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000069,1925000069,116,14,pre_endgame,42,46,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000031,1925000031,116,14,pre_endgame,42,25,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000038,1925000038,116,14,pre_endgame,54,18,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000033,1925000033,116,14,pre_endgame,42,49,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000088,1925000088,115,14,pre_endgame,41,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000024,1925000024,116,14,pre_endgame,58,2,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000073,1925000073,116,14,pre_endgame,32,18,"[1, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000083,1925000083,116,14,pre_endgame,50,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000064,1925000064,116,14,pre_endgame,42,45,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000029,1925000029,116,14,pre_endgame,13,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000044,1925000044,116,14,pre_endgame,31,7,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000016,1925000016,108,18,late_mid,54,15,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000036,1925000036,108,18,late_mid,36,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000047,1925000047,108,18,late_mid,38,2,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000004,1925000004,108,18,late_mid,50,42,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000078,1925000078,108,18,late_mid,11,1,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000007,1925000007,108,18,late_mid,40,22,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000079,1925000079,108,18,late_mid,46,7,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000053,1925000053,108,18,late_mid,40,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,108,18,late_mid,32,32,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000077,1925000077,108,18,late_mid,43,25,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000080,1925000080,108,18,late_mid,33,9,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000024,1925000024,108,18,late_mid,60,20,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000030,1925000030,108,18,late_mid,45,12,"[2, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000005,1925000005,108,18,late_mid,58,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000045,1925000045,108,18,late_mid,49,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000012,1925000012,108,18,late_mid,40,21,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
